review,movie,studio,release_date,genres,rate,author,date,link
"It's sweet, it's funny, all of the characters are amazing and the depth and complexity of the story is mesmerizing. Even if the animation isn't up to par Inside out is up until now the second best animated movie ever. The whole story is great, the interactions between Fear, Anger and Disgust are hilarious and Joy's and Sadness's journey is sad and brilliant. Another fantastic thing about it is how emotions, dreams, long-term memory and everything else in Riley's mind is portrayed. This film was amazing and fun to watch.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,MateusShields,"Jul 24, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"The return to Pixar golden age. Inside Out is original and brilliantly animated (as you would expect for a Disney film). It also has a beautiful and subtle soundtrack, which contributes to bring up the insane amount of emotion and honesty the movie displays. Even so, its best features rely on powerful imagery, cleverness and conceptual discussions: it is one of those movies you can watch several times and discover new things again and again. In a couple of moments, the movie might be excessively abstract and thematically challenging for small children (something I have never seen in a Pixar movie, their movies respect and don't underestimate kids as other animations. But in this one, subjectivity has reached new levels). However, it's nothing that can really harm the overall experience for them: at most, parents will like the movie more then the children.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,grasso,"Aug  1, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"This is one of the best movies for kids -- ever. This movie takes emotions head-on, and the utility of providing kids some kind of a mental map of how their emotions work is empowering and potentially life-changing. The movie is not perfect: emotions might play a huge role in our lives (especially kids), but they are not the only things that control us (though to be fair, the movie does not make the characters simply robots controlled by their emotions), and there are are a few minor stereotypes. However, the merits of Inside Out far-and-away outshine these foibles. Plenty of meaty issues to talk about, and even hints at more to come in kids lives. Shows emotions co-operating (and sometimes competing) to try for the well-being of their characters, and shows that everyone has emotions and that emotions can be complicated and nuanced. I can imagine that teens will pretend that they are not interested, so target audience would be 5 or 6 up to about 12. But if you can get your teenager to go, they will probably (internally) resonate with many of the issues and the way they are handled. My kids loved it.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,Zeeshan587,"Aug 10, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Apart from being the best Pixar film since 2010, Inside Out is also the best animated movie in years. After Toy Story 3, Pixar started going downhill... Cars 2, yuck! Brave, meh. And Monsters University was mostly enjoyable. But Inside Out is truly Pixar's return to form. Lets hope The Good Dinosaur is just as good!",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,YellowKirby,"Nov  9, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"So far, this has been the best movie of 2015. It takes an old concept (tiny people inside someone's head controlling them) and creates something totally original and creative from it. The voice acting is brilliant (particularly Lewis Black)  and the story is intriguing. It might be a bit intense for very small children but if your kid liked Pixar movies like Up and Monster's inc. then they should be fine with this one. A fantastic film from the greatest animation studio in the world.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,DanBurrito,"Sep  9, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"While it has an uncomfortable stereotype moment, it can be ignored for the rest of the film  which has a well developed narrative,  good characters and characterizations, and is intelligent and moving to watch.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,SquintyReviews,"Sep 18, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"I'm thankful for these two directors, Pete Docter and Ronnie del Carmen, especially for Pete Docter for clearly showing the emotions and different expressions to children, because it's the emotions that children need to understand. When a child in her/his childish ages understands the different feelings of anger, happiness or kindness through family, friends or even animals then it was the best time for the cinema to create this movie and inform the parents about  their children's feelings. Thank you for the animators for choosing such a great colors, especially for the character ""Sadness"". And thank you for the directors and the writers and all of the staff that helped to create this movie.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,MinaGharouni,"Oct 23, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Pixar is finally back on its game. I surely haven't cried so much since Green Mille and never have I ever thought that I will ever cry over a character named 'Bing Bong'. Not only that this movie teaches as family values, importance of friendships but also the fact that sometimes, you need to be sad for you to be happy.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,carlbautista,"Oct 10, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
I love this movie more than anything. It is my favorite thing in the world. I believe that this movie is the greatest movie of all time. It is greater than The Godfather and Citizen Kane. It has great characters and a great story. It is just a perfect movie.,Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,Insideout,"Oct 19, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Si no fuera por Pete Docter,Inside Out no podría haber salvado a pixar de las criticas. En este maravilloso y creativo filme,Pixar demostró que a pesar de que hayan hecho pesimas películas como Cars 2 pueden tambien lograr hacer brillantes ideas con resultados positivos. Y en Inside Out demostró que tambien pueden crear grandes obras maestras,con la necesidad de una idea original,personajes memorables,una gran animación y una moraleja. Inside Out tiene de lo mejor de las películas de pixar: Personajes,chistes,una idea,un conflicto,drama y un final perfecto. En el filme tiene Grandes Personajes como Bing Bong y una solida relación amistosa de Alegría y Tristeza como Woody y Buzz en la saga de Toy Story. En definitiva,es una de las mejores películas del 2015. Merece su recomendación (Al igual de Shaun the Sheep Movie) y una nominación al Oscar a Mejor Película",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,CriticaFer,"Oct 26, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"This movie was splendid. It immediately catches your eye with the main protagonist, a 12 year old girl named Rylie, who has lived a ordinary life. The movie turns her emotions into actual individuals, who control her and make sure she has a good life. The movie is immediatly met with conflict, Joy trying to control everything, Sadness changing everything, and the other emotions not being able to work properly without them. This movie is emotional, heartwarming, and can be enjoyed, in my opinion, by all audiences.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,godosin,"Nov  3, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Every once in a while we are presented with a perfect film, and if it's an animation then chances are it's a pixar creation. Inside Out is one of these, right up there with the best. Original, funny, sad, it's simply brilliant. Highly recommended, a must see, no exceptions.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,Rebecca31,"Nov  8, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Pixar is finally and literally welcome back! This could not see a good film with that quality, since the days of Up and Toy Story 3. It is not like the disappointing Cars 2 or The Brave (the latter very cute and educational but not has the same ""poetry"" of the other Pixar masterpieces.).He made me move, laugh and think at the same time! Finally! Sorry me for my writing in english, I'm italian. :D",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,EyesBlue,"Nov 20, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"This movie was a biggie for me. First we got the awesome creativity of a child's mind and how beautiful a movie can get and Pixar proves it. Second, it introduces the characters that are enjoyable and somehow adorable that in some occasions, you just to give them a hug at the end. And third, the emotional ride that Pixar is good at, they know how to make someone feel like crying even when you're the big macho. All I gotta say is that Inside Out is a blast and actually one of my all time favorites. GOOD JOB DISNEY.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",8,Almostearly,"Nov 14, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
I just feel they showed in a beautiful way that emotions are all important and that when you are a child your emotions are less complicated and as you grow they become more complicated. It is a creative and inventive way to picture our heads. I didn't like the development. I thought it was going to be more interesting and they have so much to tell that I thought it was poor. The movie has one of my favourite concepts of all the movies I have seen. I loved.,Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,Aless15,"Nov 20, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"After the release “Cars 2” Pixar has seem to lose its track with critics. Children may still love the films that had come after but adults and critics had some split ideas for the following film “Brave”. That film was enduring as it dived into the relationship between the queen and Merida. However, the story line did rely on some free spirited princess cliches that are a staple of Pixar’s parent company. The “planes” films are “Cars” spin off that have been universally panned by critics and it was very clear that these films were only meant for the youngest of audiences ( i.e. toddlers to six year olds). So when the trailer for Pixar’s latest outing came to theaters, many movie lovers (myself included) people were concerned with how this film was going to turn out. However as soon as the opening credits were over and the film proper had begun, it was very clear to me that Pixar had finally gotten back on its “A” game. “Inside Out” is not only a fun film that can be enjoyed by people of all ages, it is also a great insight on the nature of emotions and how all of them are nessacry in the development of a growing person.One of the first concerns that I personally had was that the emotions would only have one note personalities. For example, joy would be the generic quirky hero, fear would be the “geek”, Disgust would be the premdomina, sadness would only be able to express sadness and have it be it, and to have anger be the “hot-head” of the group. However, much to my surprise the writers have given the emotions their own distinct personalizes that have other elements of the other emotions. For example, Disgust shows a few instances of happiness when Reilly (their host) would have a chance to be happy with her move to San Francisco. It is only appropriate that the writers would have Reilly go through a move which would cause her to have an emotional breakthrough.  Moving is a position that many young viewers could relate and it is an emotional experience for children and adults. Moving is leaving everything that someone loves behind in order to live in a prosperous future. The change is very hard for young Reilly as she struggles to comprehend that the house that her family moves into is not really her dream house. With this drastic change, the emotions start to fight amongst themselves about what is best for Reilly. This makes for a compelling story since the negative emotions like anger and fear and even disgust really want to do what is best for their host.As the plot progresses, joy and sadness are separated from the rest of the emotions, they meet with Reilly’s old imaginary friend named Bing Bong who was forgotten by her as she grew older. As soon as he had come onscreen, I thought to myself “he is going to find a way to betray Sadness and Joy and then try to take over the mind so that he would be the only friend that Reilly would have. However, the film had made the choice to not throw in a last-minute villain, the film makers had decided to choose a more tragic route for the character. The character disappears towards the end of the film forever which symbolizes the end of childhood and that the emotions need to continue to prosper in the future to maintain Reilly’s emotional balance. It is for the better that the film doesn’t have a main villain, the girl going through her emotions is a strong conflict as it is. The surprise twist toward the end of the film shows the importance of negative emotions as well as positive emotions. The film teaches children (as well as adults) that negative emotions are needed for a balanced life. People cannot experience joy without going through the sadness. A negative experience could be seen as a challenge to help with self- improvementThere is a running gag in the film about the girl and every character in the film remembering a commercial jingle that keeps popping up in their mind. The gag is not only hilarious but it is also an interesting bit of social commentary. The commercial jingle is a slight reflection of how far people go to promote their product. The jingles were made to be as catchy on purpose so that the target audience could remember their product. Another interesting piece of social commentary was when the cells were dumping the memories that Reilly deems as unimportant. Some of those said memories were the presidents of the United States such as JohnQuincy Adams or Andrew Jackson. This brief segment of the film is a reflection of the ongoing short attention span that the younger generation has towards academia. The newer generations are more prone to being distracted by forms of media and showing less of an interest in studies.As a final note, “Inside Out” is a proud return to form film by Pixar that not only has a good piece of social commentary but it is also a reflection on hoe all emotions are needed even if they are negative. In a time of extremist opinions that are especially found on the internet, people can learn from this film",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,nicholas_linden,"Apr  5, 2016",https://www.metacritic.com/movie/inside-out-2015/user-reviews
Pixar finally return to the form that had them succeeding in every film (except Cars movies) before 2011. A film that takes a concept many might feel a bit sensitive to tell to kids and makes a beautiful and emotional story with it. Sensational.,Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,AfNino,"Sep  2, 2016",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Beaming with emotion, charm, and wonderfully brilliant animation, Inside Out is unique, and is filled with interesting characters, gorgeous set pieces, pop culture references, and thought provoking themes.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,Muskrat147,"Jul 31, 2016",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"The Best Pixar film ever. It might not be for other people, but this inspired me so much, and my life changed because of this. I love the theme that we need sadness sometimes in our lives to get a new hope and courage in harder situations. A True Masterpiece.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,LivingTribunal,"Jun 18, 2018",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Do you wanna learn about your mind in a more entertaining and still efficient way? Disney and Pixar have a great answer for you: five charismatic characters who, together with other interesting faces, control the cute Riley and teach us how our mind works. Inside Out explores all the mysterious and funny places of our head in order to show us that everything works together. Being happy is important but being sad, angry, disgusted and scared are part of our lives too and make us who we are. This is an amazing film not only for kids but to everyone else. It's common to forget essential things like the one that and being reminded of it in such an amusing and touching way is priceless.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,danipp,"Jun 20, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"If you like animated movies, do yourself a favor and see this movie.It's flawless in that it has awesome humor, happy joyous moments, sad moments where you want to cry, moments where you want to cheer and moments where you feel like the protagonist.I have nothing bad to say about this movie, and I was in a theater with a kid screaming for half of it.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,Dufflad,"Jun 27, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"With a smart, funny, sad, visually stunning and also nostalgic production, Pixar's surprisingly original ""Inside Out"" proves that Pixar movies can only get better",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,AED,"Jun 20, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Pixar has not only created an original, charming, emotional, beautiful, and even nostalgic film, but, in my opinion, they have created a masterpiece. This is not only the best Pixar film ever, but the best film of this year, one of the best animated films ever, and it is already one of my favorite movies...ever. From its characters, setting, score, and emotion, Inside Out is the closest thing that I've seen to a perfect movie in a very long time. Whether you are a kid, teen, adult, or elder, you will adore and connect with this film.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,Mattyice,"Oct 17, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
